project_id,state,district,work_category,project_description,sanctioned_amount_inr,implementing_agency,sanction_date,expected_completion_date,actual_completion_date,fraud_label,fraud_type
MPLAD-341C9E,Uttar Pradesh,Kanpur,Road Repair,Concreting and repair of internal village road at Kanpur Block 26,856757.68,Contractor_48,2025-09-05,2026-02-13,2026-02-06,0,None
MPLAD-17010C,Bihar,Gaya,Community Hall,Construction of community hall in Gaya Zone 26,1641999.57,Contractor_22,2025-12-04,2026-04-30,2026-04-20,0,None
MPLAD-B092C8,Maharashtra,Nagpur,Road Repair,Repair of internal road in Nagpur Sector 10,822805.07,Contractor_31,2025-12-17,2026-05-05,,0,None
MPLAD-7059A4,Tamil Nadu,Coimbatore,Road Repair,Paver block fixing and road repair work in Coimbatore Zone 34,787075.49,Contractor_19,2025-02-02,2025-06-13,,1,Delayed Completion
MPLAD-3581EC,Jammu And Kashmir,Baramulla,Road Repair,Bituminous macadam road repair and pothole filling in Baramulla Ward 3,711492.61,Contractor_39,2025-03-31,2025-06-30,2025-07-06,0,None
MPLAD-0DA723,Uttar Pradesh,Lucknow,Road Repair,Asphalt resurfacing and repair of main road in Lucknow Block 26,803162.73,Contractor_23,2025-04-29,2025-07-28,,1,Delayed Completion
MPLAD-D1498E,Assam,Guwahati,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Guwahati Zone 23,294327.06,Contractor_23,2025-04-13,2025-10-10,2025-09-27,0,None
MPLAD-0D1AA5,Jammu And Kashmir,Baramulla,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Baramulla Sector 5,472629.55,Contractor_33,2025-04-10,2025-09-20,2025-09-10,0,None
MPLAD-12FD7C,Assam,Dibrugarh,Drinking Water Plant,Installation of clean drinking water filtration unit in Dibrugarh Gram Panchayat 25,483996.59,Contractor_37,2025-03-01,2025-08-06,2025-08-09,0,None
MPLAD-944CBE,Jammu And Kashmir,Jammu,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Jammu Sector 17,316198.03,Contractor_5,2025-06-23,2025-11-18,,0,None
MPLAD-F90F05,West Bengal,Howrah,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Howrah Sector 17,308019.71,Contractor_16,2025-04-23,2025-09-12,,0,None
MPLAD-2A6870,Karnataka,Bengaluru Urban,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Bengaluru Urban Block 14,459300.94,Contractor_37,2025-12-11,2026-05-20,,0,None
MPLAD-1A1201,West Bengal,Darjeeling,Drinking Water Plant,Installation of clean drinking water filtration unit in Darjeeling Ward 13,468278.45,Contractor_16,2025-12-16,2026-04-10,2026-04-02,0,None
MPLAD-E9BFA9,Bihar,Patna,Road Repair,Paver block fixing and road repair work in Patna Sector 35,771205.47,Contractor_3,2025-02-24,2025-08-19,,0,None
MPLAD-F82A56,Jammu And Kashmir,Jammu,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Jammu Gram Panchayat 15,292271.79,Contractor_49,2025-06-11,2025-10-14,2025-10-23,0,None
MPLAD-D0B387,Rajasthan,Jodhpur,Road Repair,Paver block fixing and road repair work in Jodhpur Ward 30,725649.19,Contractor_8,2025-09-27,2026-03-05,2026-03-01,0,None
MPLAD-91141A,Maharashtra,Thane,Road Repair,Repair of internal road in Thane Block 17,792014.12,Contractor_12,2025-12-19,2026-06-13,2026-06-16,0,None
MPLAD-AE7394,Jammu And Kashmir,Jammu,Road Repair,Paver block fixing and road repair work in Jammu Gram Panchayat 24,752569.81,Contractor_24,2025-05-18,2025-09-28,2025-09-28,0,None
MPLAD-4CD449,Uttar Pradesh,Varanasi,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Varanasi Gram Panchayat 25",286777.77,Contractor_13,2025-04-03,2025-07-14,2025-07-24,0,None
MPLAD-4180E4,Jammu And Kashmir,Srinagar,Community Hall,Building multipurpose cultural community hall in Srinagar Block 32,1620014.98,Contractor_20,2025-03-18,2025-07-08,2025-06-27,0,None
MPLAD-123ABF,Maharashtra,Aurangabad,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Aurangabad Block 31,506213.85,Contractor_41,2025-10-18,2026-01-28,2026-01-14,0,None
MPLAD-A71F2C,Tamil Nadu,Madurai,Solar Street Light,Fitting 20 solar powered street lamps in Madurai Sector 27,73997.1,Contractor_8,2025-06-21,2025-11-04,2025-11-14,0,None
MPLAD-30FFD1,West Bengal,Tamluk,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Tamluk Gram Panchayat 6,536736.86,Contractor_25,2025-11-07,2026-03-13,2026-03-19,0,None
MPLAD-ADC67D,Uttar Pradesh,Varanasi,Road Repair,Paver block fixing and road repair work in Varanasi Zone 26,757304.72,Contractor_5,2025-11-20,2026-05-10,2026-05-05,0,None
MPLAD-3085DC,Karnataka,Mysuru,Solar Street Light,Electrification via 40 solar street lights across Mysuru Gram Panchayat 18,68239.99,Contractor_29,2025-04-27,2025-10-17,2025-10-10,0,None
MPLAD-2297CB,Jammu And Kashmir,Baramulla,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Baramulla Ward 17,524789.55,Contractor_48,2025-09-24,2026-01-13,2025-12-29,0,None
MPLAD-0FF4C8,Bihar,Patna,Solar Street Light,Setup of 30 high-mast solar illumination units in Patna Sector 2,69211.43,Contractor_50,2025-07-23,2025-10-29,,0,None
MPLAD-48DD64,Bihar,Muzaffarpur,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Muzaffarpur Ward 16,301438.97,Contractor_48,2025-02-12,2025-07-31,2025-08-05,0,None
MPLAD-963EDA,Uttar Pradesh,Varanasi,Drinking Water Plant,Installation of clean drinking water filtration unit in Varanasi Gram Panchayat 30,494316.04,Contractor_35,2025-03-06,2025-06-07,2025-06-03,0,None
MPLAD-04D6B8,Assam,Guwahati,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Guwahati Zone 35,504854.53,Contractor_20,2025-03-11,2025-08-23,2025-08-28,0,None
MPLAD-560735,Bihar,Aurangabad_BR,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Aurangabad_BR Sector 1,498165.17,Contractor_34,2025-04-27,2025-09-03,2025-08-27,0,None
MPLAD-8D6BFE,Assam,Guwahati,Community Hall,Renovation and expansion of community hall in Guwahati Sector 28,4714179.52,Contractor_19,2025-08-29,2026-02-23,,1,Cost Inflation
MPLAD-A4C00C,Assam,Dibrugarh,Road Repair,Paver block fixing and road repair work in Dibrugarh Ward 11,746243.08,Contractor_46,2025-01-04,2025-04-28,2025-04-30,0,None
MPLAD-F52AC2,Tamil Nadu,Chennai,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Chennai Block 19,319705.61,Contractor_42,2025-04-23,2025-09-14,2025-09-15,0,None
MPLAD-FF5AEA,West Bengal,Kolkata,Road Repair,Paver block fixing and road repair work in Kolkata Gram Panchayat 18,861761.73,Contractor_45,2025-07-31,2025-11-21,2025-11-09,0,None
MPLAD-6BBAA8,Maharashtra,Nagpur,Road Repair,Repair of internal road in Nagpur Sector 19,798399.2,Contractor_18,2025-06-14,2025-09-18,,0,None
MPLAD-ACB762,West Bengal,Kolkata,Community Hall,Development and construction of public community center in Kolkata Block 32,1586078.38,Contractor_24,2025-01-05,2025-04-24,2025-04-15,0,None
MPLAD-39E5B6,Karnataka,Bengaluru Urban,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Bengaluru Urban Zone 31,311816.09,Contractor_12,2025-01-17,2025-05-05,2025-05-14,0,None
MPLAD-074B13,Rajasthan,Jaipur,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Jaipur Gram Panchayat 16,1658279.59,Contractor_48,2025-05-09,2025-08-22,,0,None
MPLAD-0F1382,Assam,Silchar,Solar Street Light,Fitting 20 solar powered street lamps in Silchar Ward 3,68983.6,Contractor_48,2025-02-18,2025-06-14,2025-06-20,0,None
MPLAD-C5C29D,Jammu And Kashmir,Jammu,Road Repair,Asphalt resurfacing and repair of main road in Jammu Ward 28,804185.25,Contractor_21,2025-05-10,2025-09-15,2025-09-01,0,None
MPLAD-0C0C7B,Bihar,Aurangabad_BR,Solar Street Light,Electrification via 50 solar street lights across Aurangabad_BR Gram Panchayat 10,68347.21,Contractor_24,2025-05-22,2025-09-20,2025-09-06,0,None
MPLAD-423D7A,Bihar,Muzaffarpur,Solar Street Light,Supply and erection of 40 LED solar street lights at Muzaffarpur Zone 7,356377.97,Contractor_9,2025-09-13,2026-03-02,2026-02-26,1,Cost Inflation
MPLAD-94BADA,Karnataka,Mysuru,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Mysuru Ward 17,283960.48,Contractor_3,2025-10-13,2026-02-04,2026-02-01,0,None
MPLAD-479DF8,Tamil Nadu,Trichy,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Trichy Gram Panchayat 18,312397.56,Contractor_39,2025-10-14,2026-02-05,2026-02-07,0,None
MPLAD-6E93E4,Uttar Pradesh,Agra,Road Repair,Concreting and repair of internal village road at Agra Sector 33,732068.68,Contractor_25,2025-09-29,2026-02-03,2026-02-05,0,None
MPLAD-E17FB5,Karnataka,Belagavi,Community Hall,Building multipurpose cultural community hall in Belagavi Gram Panchayat 13,1653172.95,Contractor_34,2025-11-14,2026-03-14,2026-03-01,0,None
MPLAD-AA634C,Tamil Nadu,Madurai,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Madurai Sector 3,315944.05,Contractor_9,2025-03-20,2025-08-09,2025-07-28,0,None
MPLAD-BC58B4,Bihar,Aurangabad_BR,Community Hall,Renovation and expansion of community hall in Aurangabad_BR Gram Panchayat 34,1649397.11,Contractor_40,2025-04-14,2025-08-06,2025-08-09,0,None
MPLAD-2DA4E5,West Bengal,Kolkata,Road Repair,Asphalt resurfacing and repair of main road in Kolkata Gram Panchayat 6,751187.71,Contractor_30,2025-07-07,2025-10-06,,0,None
MPLAD-8397CD,Karnataka,Belagavi,Solar Street Light,Electrification via 10 solar street lights across Belagavi Sector 20,72218.52,Contractor_5,2025-08-01,2025-11-06,2025-10-30,0,None
MPLAD-76AA71,Bihar,Gaya,Community Hall,Building multipurpose cultural community hall in Gaya Ward 12,1684234.7,Contractor_36,2025-02-19,2025-07-27,2025-07-18,0,None
MPLAD-2D7995,Karnataka,Belagavi,Road Repair,Repair of internal road in Belagavi Ward 26,783036.92,Contractor_33,2025-02-24,2025-07-22,2025-07-20,0,None
MPLAD-669A9C,Jammu And Kashmir,Baramulla,Drinking Water Plant,Installation of clean drinking water filtration unit in Baramulla Gram Panchayat 21,515753.19,Contractor_39,2025-10-01,2026-02-08,2026-02-03,0,None
MPLAD-A91AFF,Rajasthan,Udaipur,Community Hall,Renovation and expansion of community hall in Udaipur Sector 3,1525257.88,Contractor_19,2025-04-20,2025-08-20,2025-08-19,0,None
MPLAD-77EFFE,Tamil Nadu,Chennai,Road Repair,Asphalt resurfacing and repair of main road in Chennai Block 2,703260.49,Contractor_50,2025-03-11,2025-07-17,,0,None
MPLAD-1EEB01,Assam,Silchar,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Silchar Ward 9,541911.21,Contractor_17,2025-09-19,2026-03-01,2026-02-15,0,None
MPLAD-C9CFB6,West Bengal,Howrah,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Howrah Sector 21,1816939.36,Contractor_31,2025-05-08,2025-09-13,2025-09-10,1,Cost Inflation
MPLAD-2CE4A4,Bihar,Muzaffarpur,Community Hall,Renovation and expansion of community hall in Muzaffarpur Sector 22,1495310.56,Contractor_23,2025-12-20,2026-03-24,2026-03-27,0,None
MPLAD-C87738,West Bengal,Kolkata,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Kolkata Zone 3,294991.3,Contractor_21,2025-03-03,2025-08-21,2025-08-18,0,None
MPLAD-908789,Assam,Silchar,Road Repair,Paver block fixing and road repair work in Silchar Zone 33,2581092.1,Contractor_6,2025-06-17,2025-10-13,2025-10-19,1,Cost Inflation
MPLAD-8EACF7,Uttar Pradesh,Varanasi,Community Hall,Construction of community hall in Varanasi Gram Panchayat 17,1472774.27,Contractor_6,2025-07-21,2025-12-01,2025-12-04,0,None
MPLAD-9D4F49,Uttar Pradesh,Varanasi,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Varanasi Zone 13,300109.39,Contractor_36,2025-12-24,2026-05-24,2026-05-24,0,None
MPLAD-872C2B,West Bengal,Tamluk,Road Repair,Concreting and repair of internal village road at Tamluk Zone 6,899415.75,Contractor_8,2025-09-26,2026-01-03,2026-01-01,0,None
MPLAD-D7DEF1,West Bengal,Howrah,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Howrah Block 29,295412.44,Contractor_40,2025-06-28,2025-11-09,2025-10-25,0,None
MPLAD-10A062,West Bengal,Howrah,Community Hall,Construction of community hall in Howrah Sector 16,1476185.37,Contractor_40,2025-04-30,2025-08-17,2025-08-04,0,None
MPLAD-DADB20,Maharashtra,Mumbai Suburban,Community Hall,Renovation and expansion of community hall in Mumbai Suburban Sector 22,1647500.94,Contractor_14,2025-05-28,2025-11-22,2025-11-16,0,None
MPLAD-55E8D2,Assam,Dibrugarh,Road Repair,Asphalt resurfacing and repair of main road in Dibrugarh Sector 25,742375.06,Contractor_38,2025-10-07,2026-03-16,2026-03-24,0,None
MPLAD-172183,Maharashtra,Palghar,Road Repair,Concreting and repair of internal village road at Palghar Gram Panchayat 1,708696.4,Contractor_5,2025-03-29,2025-07-22,2025-07-26,0,None
MPLAD-1E64B6,Karnataka,Bengaluru Urban,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Bengaluru Urban Gram Panchayat 33,309622.37,Contractor_46,2025-12-06,2026-03-08,2026-03-13,0,None
MPLAD-C45A5F,Assam,Guwahati,Solar Street Light,Electrification via 40 solar street lights across Guwahati Sector 3,83077.44,Contractor_16,2025-09-06,2025-12-28,2025-12-27,0,None
MPLAD-AB7291,Rajasthan,Udaipur,Road Repair,Concreting and repair of internal village road at Udaipur Block 16,760985.5,Contractor_33,2025-09-08,2025-12-27,2026-01-02,0,None
MPLAD-75403C,Tamil Nadu,Trichy,Drinking Water Plant,Installation of clean drinking water filtration unit in Trichy Ward 22,531189.29,Contractor_26,2025-11-17,2026-02-18,,0,None
MPLAD-10A35C,Assam,Silchar,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Silchar Ward 10,1335118.01,Contractor_28,2025-07-15,2025-12-30,,0,None
MPLAD-F52C32,Jammu And Kashmir,Jammu,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Jammu Ward 9,540973.54,Contractor_20,2025-06-18,2025-10-02,2025-09-21,0,None
MPLAD-B04615,Uttar Pradesh,Varanasi,Road Repair,Repair of internal road in Varanasi Block 10,881912.54,Contractor_47,2025-08-09,2025-12-17,2025-12-19,0,None
MPLAD-247440,Rajasthan,Jodhpur,Solar Street Light,Fitting 15 solar powered street lamps in Jodhpur Ward 7,80308.7,Contractor_9,2025-07-31,2025-12-24,2025-12-29,0,None
MPLAD-C0720B,Tamil Nadu,Coimbatore,Community Hall,Construction of community hall in Coimbatore Sector 31,1310479.29,Contractor_9,2025-11-10,2026-04-25,2026-05-01,0,None
MPLAD-D8281B,Karnataka,Bengaluru Urban,Road Repair,Asphalt resurfacing and repair of main road in Bengaluru Urban Ward 3,869227.65,Contractor_27,2025-08-29,2026-01-15,2026-01-04,0,None
MPLAD-E84C18,West Bengal,Tamluk,Solar Street Light,Electrification via 25 solar street lights across Tamluk Block 30,83508.7,Contractor_16,2025-07-31,2025-11-24,2025-11-23,0,None
MPLAD-285FD5,Rajasthan,Udaipur,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Udaipur Zone 34,294292.01,Contractor_42,2025-01-22,2025-06-01,2025-06-09,0,None
MPLAD-A64087,Jammu And Kashmir,Srinagar,Solar Street Light,Installation of 30 solar street lights in Srinagar Gram Panchayat 34,75412.98,Contractor_49,2025-08-20,2025-12-19,2025-12-16,0,None
MPLAD-87924C,Rajasthan,Jodhpur,Solar Street Light,Fitting 30 solar powered street lamps in Jodhpur Sector 34,68797.01,Contractor_10,2025-08-14,2025-12-18,2025-12-16,0,None
MPLAD-DB7B0F,Bihar,Patna,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Patna Gram Panchayat 27,319793.61,Contractor_21,2025-08-20,2025-12-11,2025-12-18,0,None
MPLAD-BE6CD4,West Bengal,Darjeeling,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Darjeeling Sector 6",271494.73,Contractor_8,2025-08-21,2025-11-30,2025-12-07,0,None
MPLAD-0EC600,Assam,Silchar,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Silchar Gram Panchayat 25,308044.35,Contractor_3,2025-02-13,2025-07-02,2025-07-03,0,None
MPLAD-633144,Uttar Pradesh,Varanasi,Community Hall,Construction of community hall in Varanasi Block 20,1664901.11,Contractor_47,2025-10-17,2026-02-02,2026-02-09,0,None
MPLAD-4E2833,Bihar,Gaya,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Gaya Gram Panchayat 32,1465487.73,Contractor_32,2025-04-03,2025-07-27,2025-08-05,1,Cost Inflation
MPLAD-F20A9C,Jammu And Kashmir,Srinagar,Road Repair,Paver block fixing and road repair work in Srinagar Gram Panchayat 6,861490.91,Contractor_39,2025-11-08,2026-03-05,2026-03-05,0,None
MPLAD-B7EE28,Tamil Nadu,Coimbatore,Road Repair,Concreting and repair of internal village road at Coimbatore Ward 3,701314.6,Contractor_43,2025-10-08,2026-01-12,2025-12-29,0,None
MPLAD-727848,Karnataka,Bengaluru Urban,Road Repair,Asphalt resurfacing and repair of main road in Bengaluru Urban Block 12,867602.89,Contractor_30,2025-06-02,2025-09-06,2025-08-27,0,None
MPLAD-0A1B2B,Bihar,Muzaffarpur,Road Repair,Repair of internal road in Muzaffarpur Gram Panchayat 5,772037.73,Contractor_19,2025-01-19,2025-05-30,2025-05-27,0,None
MPLAD-17A226,Tamil Nadu,Madurai,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Madurai Sector 7",278072.75,Contractor_37,2025-12-22,2026-05-28,2026-05-19,0,None
MPLAD-6F4275,Tamil Nadu,Trichy,Road Repair,Bituminous macadam road repair and pothole filling in Trichy Zone 23,897437.85,Contractor_9,2025-09-05,2026-02-19,2026-02-12,0,None
MPLAD-334168,Jammu And Kashmir,Baramulla,Road Repair,Asphalt resurfacing and repair of main road in Baramulla Block 13,812526.87,Contractor_1,2025-09-24,2026-01-15,,0,None
MPLAD-2D8C5B,Bihar,Gaya,Solar Street Light,Setup of 10 high-mast solar illumination units in Gaya Block 23,65479.74,Contractor_36,2025-11-17,2026-05-04,,0,None
MPLAD-BC838B,Tamil Nadu,Madurai,Community Hall,Building multipurpose cultural community hall in Madurai Sector 8,1304518.91,Contractor_44,2025-04-14,2025-07-21,2025-07-22,0,None
MPLAD-CAABA1,Maharashtra,Nagpur,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Nagpur Sector 9,484136.16,Contractor_31,2025-10-19,2026-02-10,2026-02-05,0,None
MPLAD-45EAD0,Karnataka,Mysuru,Community Hall,Construction of community hall in Mysuru Zone 20,1550880.2,Contractor_37,2025-10-02,2026-02-21,,0,None
MPLAD-53B7E0,West Bengal,Howrah,Drinking Water Plant,Installation of clean drinking water filtration unit in Howrah Sector 22,505517.72,Contractor_25,2025-01-10,2025-05-25,2025-05-14,0,None
